Timestamp,creative_data_id,"Is there a call to go online (e.g., shop online, visit the Web)? ","Is there online contact information provided (e.g., URL, website)? ","Is there a visual or verbal call to purchase (e.g., buy now, order now)?","Does the ad portray a sense of urgency to act (e.g., buy before sales end, order before it ends)? ","Is there an incentive to buy (e.g., a discount, a coupon, a sale, or 'limited time offer')? ","Is there offline contact information provided (e.g., phone, mail, store location)?",Is there mention of something free? ,"Does the ad mention at least one specific product or service (e.g., model, type, item)? ",Is there any verbal or visual mention of the price?,"Does the ad show the brand (logo, brand name) or trademark (something that most people know is the brand) multiple times?

For example, Nike ads often have the ""swoosh"" logo prominently displayed on shoes and apparel worn by celebrity athletes. The ""Just Do It"" slogan is another Nike trademark frequently included.",Does the ad show the brand or trademark exactly once at the end of the ad?,"Is the ad intended to affect the viewer emotionally, either with positive emotion (fun, joy), negative emotion (sad, anxious) or another type of emotion? (Note: You may not personally agree, but assess if that was the intention.)","If ""yes"" to the above, which of the following emotions is closest to the emotion that the ad was intending the viewer to feel? (Select all that apply.)","If yes to the above, did the ad successfully affect you emotionally, as intended?",Does the ad give you a positive feeling about the brand? ,"Does the ad have a story arc, with a beginning and an end? ","Does the ad have a reversal of fortune, where something changes for the better, or changes for the worse?",Does the ad have relatable characters? ,Is the ad creative/clever?,"Is the ad intended to be funny? (Note: You may not personally agree, but assess if that was the intention.)","If yes to the above, was the ad successfully funny, as intended?","Does this ad provide sensory stimulation (e.g., cool visuals, arousing music, mouth-watering)? ",Is the ad visually pleasing?,"Does the ad have cute elements like animals, babies, animated, characters, etc?",Was there a famous person in this ad? ,"If yes to the above, write the name of the famous person, if known.",What happened in this ad? (Answer in 2-3 sentences each),What was/were the company's goal(s) with this ad? Choose (potentially multiple) from:,How successful was the ad in achieving its goal(s)?,"How much did you like the ad? (1. Strongly dislike, 2. Dislike, 3. Neither Like or Dislike, 4. Like, 5. Strongly Like)","What was the slogan presented in the ad, if any?","After addressing the specific survey items, write a general description of the ad. You can use answers to the questions above to formulate your answer. Your description should include:
Brand and Product Identification: 
Specify the brand and whether a product is being advertised. (1 sentence)
Visual Elements: Describe what is seen on the screen, including setting, characters, and any text or graphics. (max 2 sentences)
Auditory Elements: Note what is heard, such as dialogue, voice-over, music, or sound effects. (max 2 sentences)
",Any additional feedback or things we should be aware of? ,Please enter the video identifier one more time (e.g. 123456789.mp4)
5/25/2024 9:21:27,3081313,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,"Caring, Gratitude",Yes,Yes,No,No,No,No,No,N/A,No,No,No,No,n/a,The ad shows Amica's CEO and executives expressing their feelings about Thanksgiving. It presents the Amica Thanksgiving card that's been used for 50 years now. ,Increase consumer loyalty to the product/brand,3,3,Auto Home Life,"Amica presents their 50 years of celebrating Thanksgiving. The CEO and executives speak of their feelings about Thanksgiving and how the Amica Thanksgiving card evokes the spirit of caring. Cheerful music plays in the background, and the graphics of the card appear on the screen along with their Thanksgiving message. ",n/a,3081313 MP4
5/26/2024 16:39:43,3081313,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Caring,No,Yes,No,No,No,Yes,No,N/A,No,No,No,No,N/A,"In this ad, the CEO of Amica sits down for an interview and talks about his feelings about Thanksgiving. He says that Thanksgiving evokes a feeling of caring.","Change how consumers feel about the product/brand, Increase consumer loyalty to the product/brand",4,3,N/A,"The ad is for Amica. The product is the Amica Thanksgiving card. On scree, there are three main characters which are the CEO of Amica, the artist of the thanksgiving cards and the creative services officer. The cards say Happy Thanksgiving with some well wishes followed by a signature from the CEO and the Name of the company : Amica Mutual Insurance Company,  Amica Life Insurance Company. There is soft music in the background. On the last screen , their website is shared which is Amica.com/thanksgiving",N/A,3081313.mp4
5/26/2024 20:40:58,3081313,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,"Joy, Gratitude",No,Yes,No,No,No,No,No,N/A,No,Yes,No,No,n/a,We saw insight into the Amica company that has been making cards for over 50 years. We were introduced to the CEO and a card artists that shared their thoughts on Thanksgiving. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",3,3,no,Amica is advertising their services and celebrating 50 years. We start the ad off with one of their Thanksgiving designs and they talk about why they love Thanksgiving. We hear the thoughts of the CEO and one of their card artists and see his amazing work. ,no,3081313.mp4
5/21/2024 2:18:04,3111684,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, visual",Yes,No,Yes,"Joy, Desire",No,Yes,No,No,Yes,Yes,No,N/A,Yes,Yes,Yes,No,n/a,During this ad we see couples purchasing jewelry for each other. Zales is promoting their sale of 30% off everything.,"Increase awareness of product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase",4,3,You are my Diamond,"Zales is promoting their sale for the You Are My Diamond Event. We see couples smiling with each other after receiving jewelry. We get close ups of the jewelry as well. The music said ""you are my diamond"" right after the narrator said it. The music is very romantic and sensual which fits for a jewelry add. ",no,3111684.mp4
5/25/2024 2:32:53,3111684,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, visual",No,Yes,Yes,"Amusement, Joy, Caring, Pride, Desire, Curiosity, Gratitude, Surprise",Yes,Yes,Yes,Yes,Yes,Yes,No,N/A,Yes,Yes,No,No,N/A,Zales the diamond store is promoting their new you are my diamond event which provides 30% off everything. The ad then shows us multiple available diamonds on sale while the narrators talks about them. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",5,5,The diamond store,"Zale's the diamond store is promoting their ""You Are My Diamond"" event, offering 30% off everything.

The ad showcases multiple diamonds on sale, displaying them in elegant settings with text highlighting the 30% discount.

A narrator describes the event and the diamonds, accompanied by soft background music.",N/A,3111684 MP4
5/28/2024 3:18:25,3111684,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"Yes, visual",No,Yes,Yes,"Caring, Desire",Yes,Yes,No,No,No,No,No,N/A,Yes,Yes,No,No,N/A,The ad promotes their diamond accessories. Specifically it promotes diamond gifts for their loved ones.,Directly persuade consumers to purchase,4,3,"Zales, the diamond store.","The brand is Zales and there are products being advertised. On the screen, there are multiple types of relationships (but mainly couples) and each couple have some diamond gifts received. They are all happy and joyful. There is no dialogue but there is a voiceover and some soothing jazz music.",N/A,3111684.mp4
5/24/2024 16:41:52,3117116,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Joy,Yes,Yes,Yes,No,No,No,No,N/A,No,No,No,No,na,"In this ad, multiple people are shown looking excited because of their new buick. At the end, different buick suv are shown with a voice over.","Increase awareness of product/brand, Increase consumer loyalty to the product/brand",5,5,na,"The brand is buick, the product is the suv. In this ad, multiple people are shown looking excited because of their new buick. At the end, different buick suv are shown with a voice over.",na,3117116.mp4
5/25/2024 1:12:22,3117116,No,No,Yes,No,Yes,No,No,Yes,"Yes, both",Yes,Yes,Yes,"Amusement, Joy, Pride",No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,If any; not known,"People are ""surprised"" by seeing a Buick in their driveway which they had actually gifted to themselves. The ad switches to a voice-over saying how its completely normal to spoil yourself by buying a Buick as your own gift. ","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",2,1,None,"The brand in this ad is Buick and they are advertising their SUVs. Different Buick SUV models are shown in different people's driveways, and an arctic landscape with the Northern Lights is used as a background with more SUV models being advertised with white text over them. There is a voice-over with festive holiday music playing in the background.",None,3117116.mp4
5/26/2024 16:47:23,3117116,No,No,Yes,Yes,Yes,No,No,Yes,"Yes, both",Yes,Yes,Yes,Amusement,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,N/A,"In the ad, a woman is surprised to see her new white Buick car with a bow on it . She says ""wow, a new buick for me"" , Then another man gifts himself a red buick with the tag the says ""to James from James"". Then another woman is sitting in her new buick with her friend when she's asked if its a new buick with which she replies "" I secret Santa'd myself."".",Directly persuade consumers to purchase,3,2,See your north Texas buick dealers,"The ad is for Buick. There are many characters in this ad who either gifted themselves a buick or were gifted one. The sound is from dialogues between characters and themselves. Visual elements include the characters themselves,  their surroundings, and buick cars. In the background, happy music is being played. The deal is specifically for the 2020 Buick encore GX essence AWD. There is. a $2400 total cash allowance provided and the estimated price after all offers is $28,252",N/A,3117116.mp4
5/25/2024 3:02:24,3119347,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,"Amusement, Joy, Surprise",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,N/A (possibly a actor I don't know) Pixar souls movie,McDonalds is promoting there collab with Pixar souls and the new happy meal that they are selling. We start off by seeing a music teacher who is trying to teach his students but they aren't pay attention. The students are then seen happy with there McDonald meal which shows us either that the music class was boring or they just wanted McDonalds. ,"Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",4,4,N/A,"McDonald's is advertising their collaboration with Pixar's ""Soul"" through a new Happy Meal promotion.

The ad begins with a music teacher in a classroom setting, struggling to capture the students' attention. The scene then shifts to the students joyfully enjoying their McDonald's Happy Meals, highlighting the new Pixar-themed toys.

The background music transitions from a somewhat dull tune in the classroom to an upbeat, cheerful melody as the students receive their Happy Meals. ",N/A,3119347 MP4
5/25/2024 7:59:01,3119347,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,,N/A,Yes,No,No,No,Yes,No,N/A,Yes,Yes,Yes,No,no,"The Pixar movie Soul is being released, so the ad starts off showing the main character from the movie teaching his music class. He becomes exhausted from chasing the kids, then these cute characters that represent his soul are like, 'Oh, the kids are just hungry.' Then the scene changes to all of them enjoying McDonald's at the park.","Increase awareness of product/brand, Directly persuade consumers to purchase",5,5,no,"1. Mcdonald's and they are promoting their happy meal that has the new soul character as toys
2. The characters are all cartoons in a music room at school. The main character of the movie Soul gets tired, so his soul suggests that the kids are not motivated because they are hungry, allowing the scene to change to the park.
3. The setting is very sad at the beginning, so slightly sad music is played. Then when the kids get McDonald's, McDonald's signature music plays.",no,3119347
5/28/2024 3:23:20,3119347,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,"Joy, Desire, Curiosity, Surprise",Yes,Yes,No,No,No,Yes,No,N/A,Yes,Yes,Yes,Yes,Characters from the movie Soul,"McDonald collaborated with Disney. If you buy McDonald's happy meal, you can get toy merch of Soul. At the same time, this McDonald's ad promotes Disney's streaming service, Disney+.","Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",5,5,N/A,"the brand is McDonald and there is a product being advertised. Visually, it is an animation clip of Soul and the concert band with Mcdonald meal elements. Characters in the animation would eat McDonalds. The dialogue would be characters talking how they are hungry. There is voice over and music in the end.",N/A,3119347.mp4
5/25/2024 3:10:48,3124938,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",No,Yes,Yes,"Amusement, Joy, Caring, Gratitude",Yes,Yes,Yes,No,Yes,Yes,No,N/A,No,No,No,No,N/A,Jeep starts the ad by showing there grand Cherokee which is driving smoothly on the road and snow. In the next scene we see the family that was in the jeep happily getting a holiday tree and showing how the jeep makes the job easy. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,3,N/A,"Jeep is advertising their Grand Cherokee model.

 The ad begins with a Grand Cherokee driving smoothly on both road and snow, followed by a scene of a family happily getting a holiday tree, showcasing the vehicle's ease of handling the task.
 The ad features cheerful music and a voice-over highlighting the vehicle's capabilities, along with sounds of the car driving and the family's joyful conversations.",N/A,3124938 MP4
5/25/2024 8:06:59,3124938,No,Yes,Yes,Yes,No,No,No,No,"Yes, visual",Yes,No,No,,N/A,Yes,No,No,No,No,No,N/A,Yes,Yes,No,No,no,Jeep talks about how their customers are like their family and now they will be giving their customers employee-type discounts. The background of the voiceover is a Jeep driving on the road.,"Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,4,no,#NAME?,no,3124938
5/28/2024 3:27:00,3124938,No,Yes,Yes,No,Yes,No,No,Yes,"Yes, both",Yes,Yes,No,,N/A,Yes,Yes,No,No,No,No,N/A,Yes,Yes,No,No,N/A,The ad is sharing employee pricing for all. The ad is providing discounted prices on their car model. ,"Change how consumers feel about the product/brand, Directly persuade consumers to purchase",4,4,Employee pricing for all,the brand is Jeep and there is a product being advertised. The screen shows the car model in various settings but the focus was mainly on the text. The text introduced the sale details. There is a voice-over but no dialogue.,N/A,3124938.mp4
5/25/2024 8:15:13,3149347,No,No,No,No,No,No,No,Yes,No,No,Yes,No,,N/A,Yes,No,No,No,Yes,No,N/A,Yes,Yes,No,No,none,"A red Toyota Sienna car is driving downtown with no one in the car. Then we hear a voice saying, 'Babe, why are we driving downtown?' Then a male voice says, 'I'm just taking the scenic route,' and the female voice says, 'For who?' Then the male voice says, 'It's for everyone else.","Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,4,Lets go places,#NAME?,no,3149347
5/26/2024 20:47:37,3149347,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Desire,No,Yes,No,No,Yes,No,No,N/A,Yes,Yes,No,No,n/a,The ad starts in the city where we get a 360 view of the new Sienna in action. The couple is driving downtown because he wants to show off his car to everyone. ,"Increase awareness of product/brand, Directly persuade consumers to purchase",3,3,Let's go places,Toyota is advertising their Sienna. The ad starts in the city where this couple shows off their new Sienna car. We get a nice view of the car and the city. You can see the bright lights and hear the bustling area. The voice over is of a couple that's supposed to be driving uptown but he's driving downtown so everyone can see his car. ,no,3149347..mp4
5/26/2024 23:41:56,3149347,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Pride",No,Yes,No,No,No,No,No,N/A,Yes,Yes,No,No,N/A,A couple are talking about visiting areas in or around the city while driving the Sienna ,"Increase awareness of product/brand, Directly persuade consumers to purchase",2,2,Lets go Places,"Brand / Product Information: Toyota Sienna

Visual Elements: Toyota Sienna going through an urban landscape, text graphic of the new sienna

Auditory Elements: Narration, Character Dialogue, upbeat music",N/A,3149347.mp4
5/24/2024 16:46:39,3156128,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Amusement,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,na,"A father has his daughter and her boyfriend in the back of the car and talks about how spacious the car is so in the next frame, the boy is no longer seating net to his daughter but in the back.",Increase awareness of product/brand,5,5,na,"The brand is toyota. A father has his daughter and her boyfriend in the back of the car and talks about how spacious the car is so in the next frame, the boy is no longer seating net to his daughter but in the back.",na,3156128.mp4
5/25/2024 1:19:43,3156128,No,Yes,Yes,No,Yes,No,No,Yes,"Yes, both",Yes,Yes,Yes,"Amusement, Joy, Annoyance",No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,None,"A teenager sitting in the backseat of his girlfriend's dad's car asks the her dad if he purchased a new Toyota Highlander. The dad starts to explain why he got the new car and in the background we see the two teenagers holding hands which the dad catches onto. He stops the car, has the boy move to the third row of seats to separate them and keeps driving.","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase",4,3,"""Let's go places""","The brand in this ad is Toyota, and they are advertising their Highlander model. A highlander is seen driving on a road with three people inside it. A father, his daughter, and the daughter's boyfriend are all present in the car, and when the car turns off, white text appears explaining the pricing of the car. There is dialogue from the three characters, car sound effects like the engine and brakes, calm music in the background and a voice-over at the end of the ad.",None,3156128.mp4
5/26/2024 16:53:32,3156128,No,Yes,Yes,Yes,Yes,No,No,Yes,"Yes, both",Yes,Yes,Yes,Amusement,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,N/A,"In the ad, a man is driving a toyota highlander when a passenger asks him ""New highlander, Mr. D?"" with which he replied  ""Yeah, it was time for a change. Something nicer or refined with plenty of space. Comfy"". The Toyota exterior and some parts are being shown while he responds .",Directly persuade consumers to purchase,4,3,let's go places.,"This ad is for Toyota and the product is their 2021 highlander. In this ad, the focus is on the space of the highlander. The deal is $1500 customer cash or $299 per month for 36 months with $2999 due at signing. The setting is in a toyota vehicle. The characters are a young guy, a young girl and an older man. ",N/A,3156128.mp4
5/25/2024 8:20:35,3168530,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,,N/A,Yes,Yes,Yes,Yes,Yes,No,N/A,No,Yes,No,No,none,"A woman is trying to use the plunger but she isn't getting far. Then the voiceover says, 'Get your business on Yelp and have people find you easily.' Then it shows the woman going on Yelp, looking through the reviews about the best plumber near her.",Increase consumer loyalty to the product/brand,3,2,Get Found today,#NAME?,none,3168530
5/26/2024 20:51:31,3168530,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,"Desire, Gratitude, Surprise",No,Yes,Yes,Yes,Yes,Yes,No,N/A,No,No,No,No,n/a,We start the ad off with a woman failing to unclog her sink. The woman decides to use Yelp since the service will be better and faster. ,"Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",4,4,no,Yelp is trying to promote their services. We see a woman struggle to fix her sink and she finally gives in and requests a plumber on Yelp. The ad shows us what the app and service would look like from a buyers perspective. The music is very upbeat and you can hear the sound effects of the typing and of messages sending. ,no,3168530.mp4
5/26/2024 23:45:19,3168530,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Joy",Yes,Yes,Yes,Yes,Yes,No,No,N/A,Yes,Yes,No,No,N/A,A woman needs help fixing her sink. She has the idea to go on Yelp to find Plumbers near the area to help her. ,"Increase awareness of product/brand, Change what consumers know about the product/brand",4,3,N/A,"Brand Product Identification: Yelp for Business

Visual Elements: App mockup, home setting, kitchen setting

Auditory Elements: Narration, upbeat music",N/A,3168530.mp4
5/24/2024 16:54:29,3170124,No,No,Yes,No,No,No,No,No,No,No,No,No,Amusement,Yes,Yes,No,No,Yes,No,No,N/A,No,Yes,No,No,na,In the different people are shown starting their day and driving their mercedes benz. At the end a voiceover talks about the 0% apr.,Increase awareness of product/brand,5,5,na,"The brand is mercedes benz, the model is the e350 sedan. In the different people are shown starting their day and driving their mercedes benz. At the end a voiceover talks about the 0% apr. ",na,3170124.mp4
5/25/2024 1:31:46,3170124,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,"Amusement, Joy, Pride",No,No,No,No,Yes,No,No,N/A,Yes,Yes,No,No,None,"Two morning rush routines are shown. One man is simply commuting to work in his Mercedes, while woman is just starting to wake up and start her day. The premise of the ad demonstrates how helpful a Mercedes can be in the midst a of a morning rush by getting them to their location in a professional, timely manner.","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",2,1,"""Car of the year""","The brand in this ad is Mercedes-Benz and they are advertising the 2021 E-Class model. The ad's setting is in the city with multiple people showing their morning rush like making breakfast, driving to work, or just waking up. The Mercedes is shown driving through the city while cutting to its interior to show its technology like GPS, and fading into a black screen with white text. The song ""Could Have Been Me"" by the Struts plays in the background with very little car sound effects, and one line of dialogue accompanied by a voice-over at the end of the ad can be heard.",None,3170124.mp4
5/26/2024 16:59:56,3170124,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,,N/A,No,No,No,Yes,Yes,No,N/A,Yes,Yes,No,No,N/A,"A man in a suit grabs his Mercedes keys, a woman makes toast, there is a woman in bed, another woman in a Mercedes car asks ""hey Mercedes "" and the car replies ""how can I help you"". Then there are numerous scenes with people with Mercedes vehicles. ",Increase awareness of product/brand,4,3,N/A,"This ad is for Mercedes and the product is the 2021 E-class. There are many characters getting ready for the day and they all drive Mercedes. Some on screen text in this ad was ""The morning rush"" , ""Oh how we miss you"" ,  ""New E, new attitude"". The setting is a lot of places , from a womans bed, to the road, to inside a Mercedes vehicle. The deal offered is 0% APR for up to 36 months for the 2021 E 350 Sedan which ends on February 1, 2021. There is a website shown on screen which is MBUSA.COM/SPECIALOFFERS",N/A,3170124.mp4
5/25/2024 3:21:02,3187482,Yes,Yes,No,No,No,Yes,No,Yes,"Yes, both",No,Yes,Yes,"Caring, Desire, Gratitude",Yes,Yes,Yes,No,Yes,Yes,No,N/A,No,Yes,No,No,N/A,The McDonalds ad starts off by showing multiple people from different careers getting food at late nights. The scene then panes to narrator talking about the meals they have available no matter how late or earlier. ,Directly persuade consumers to purchase,4,3,N/A,"The brand is McDonald's

The ad starts with scenes of people from various professions—like doctors, taxi drivers, and security guards—getting food at McDonald's during late nights. The setting shifts to show a narrator discussing the meals available, with text and graphics highlighting the menu options.

The soundtrack includes ambient sounds from the different settings and a voice-over from the narrator explaining McDonald's late-night meal availability. Light, upbeat music plays in the background, creating a welcoming and warm atmosphere.",N/A,3187482 MP4
5/25/2024 8:26:36,3187482,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,,N/A,Yes,Yes,No,No,Yes,No,N/A,No,Yes,No,No,no,"Different people who were working overnight go to McDonald's. McDonald's talks about how after your overnight shift ends, McDonald's is always there for you to get a meal.",Increase consumer loyalty to the product/brand,4,4,no,"- McDonald's and their breakfast items like sausage patty.
- The background is the parking lot of McDonald's, with different people who were working overnight coming to McDonald's to get a meal. The sun rising is in the background.
- Light guitar can be heard. The voiceover discusses how McDonald's is always here once your night shift is over.",no ,3187482
5/28/2024 4:02:19,3187482,No,Yes,Yes,No,No,No,No,Yes,"Yes, both",Yes,Yes,No,,N/A,Yes,No,No,Yes,Yes,No,N/A,Yes,Yes,No,No,N/A,the ad 's targeted audience is for people that have to work overnight or have night shift. The ad is emphasizing that Mcdonald meals are available to them even at this time.,"Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,4,N/A,"The brand is McDonald and there is a product being advertised. The ad visually shows workers working to the early morning and coming back home. At their home, there is McDonald meals available to them.There is text with fonts and color similar to the brand's logo. There is voice over and laughter.",N/A,3187482.mp4
5/21/2024 2:25:44,3209706,No,No,No,No,No,No,No,Yes,No,Yes,No,No,,N/A,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Tom Brady & Rob Gronkowski,Tom and Rob talk to each other about what he should do now and Rob tries getting him to think about retirement. Due to their bad connection Tom misunderstands him and T-Mobile uses this to show viewers T-Mobile users would never have this issue.,"Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",3,3,no,"T-Mobile is promoting their good 5G network. We start with Tom and Rob on the phone and you can see Tom is getting bad connection. The narrator cleared up how T-Mobile would never let you have spotty connection like that, and bragged how they were the GOAT in 5G. At the end of the ad you can hear T-Mobile's little jingle.",n/a,3209706.mp4
5/25/2024 12:39:35,3209706,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,"Amusement, Joy, Surprise",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes, rob gronkowski and tom brady,"The T-Mobile ad starts with rob Gronkowski and tom brady talking over and phone and Tom is asking Rob what his next move should be. Rob was telling him he should retire but because of the bad connection he had, Tom heard he should play and the narrator then promotes T0molbes plan with the best 5-g network. ","Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand, Make consumers feel good about their purchase",5,5,Largest. Fastest. The leader in 5G," T-Mobile is the brand, and the product being advertised is their 5G network plan.

The screen shows Rob Gronkowski and Tom Brady in different locations, each talking on their phones. There are close-up shots of both athletes, as well as graphics highlighting T-Mobile’s 5G coverage.

Dialogue between Rob Gronkowski and Tom Brady discussing Tom's next move is to be retirement but because of Rob's bad network. Tom heard the wrong times which is followed by a voice-over from the narrator promoting T-Mobile's plan with the best 5G network.",N/A,3209706 MP4
5/28/2024 4:07:10,3209706,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,"Amusement, Joy",Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,N/A,"There is a big decision being made between two people in the ad. However, because of network issues, this decision was misunderstood and miscommunicated.","Change how consumers feel about the product/brand, Directly persuade consumers to purchase, Make consumers feel good about their purchase",4,4,The Goat with 5G,The brand is T-Mobile and there is no specific product being advertised (it's just their plans in general). The screen shows a video call between two people. The communication was misunderstood and the person made a wrong announcement. There are dialogues between the characters and voice over at the end. ,N/A,3209706.mp4
5/25/2024 9:34:25,3212463,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Gratitude,Yes,Yes,No,No,Yes,No,No,N/A,No,No,Yes,No,n/a,The ad advertises Allegra and describes it as being better compared to other allergy medications. It shows people using Allegra throughout their days and the positive impact it has on different activities. ,"Increase awareness of product/brand, Increase consumer loyalty to the product/brand",4,4,say yes to Allegra ,"Allegra acclaims the medication as being the #1 recommended brand by allergists. A voice-over compares the medication's relief to other brands such as Claritin, Benadryl, and Zyrtec by showing statistics in white text on the screen. The ad plays cheerful music in the background while showing everyday people in each clip being able to successfully do tasks and activities throughout their days, such as running, dog walking, road trips, etc. ",n/a,3212463 MP4
5/26/2024 17:10:00,3212463,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,"Curiosity, Surprise",No,No,No,No,Yes,Yes,No,N/A,No,No,Yes,No,N/A,"The narrator compares Allegra to other brands such as Claritin, Benadryl and Zyrtec while showing things that Allegra is good for that these brands are not. There is also a children's Allegra shown on the screen with a little girl next to it.","Increase awareness of product/brand, Increase consumer loyalty to the product/brand",4,3,N/A,This ad is for Allegra. This ad is for all Allegra products. There are many characters on screen who range from all ages and gender.,N/A,3212463.mp4
5/26/2024 20:57:31,3212463,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,"Desire, Gratitude, Surprise",No,Yes,No,Yes,Yes,Yes,No,N/A,No,Yes,Yes,No,n/a,lWe see many people who use Allegra able to do their daily activities. The ad tries to get you to choose Allegra over other brands.,"Increase awareness of product/brand, Change what consumers know about the product/brand, Change how consumers feel about the product/brand, Directly persuade consumers to purchase",4,4,no,Allegra is promoting their product. We see many friends and families able to do their daily activities because they took Allegra. The narrator compares Allegra to other medicines like Benadryl and Claritin and explains why Allegra is better. Throughout the whole ad we see the Allegra packaging in the bottom left corner of the screen and they emphasize the benefits in big text. The narrator even mentions children's Allegra which will appeal to families. ,no,3212463.mp4
5/22/2024 2:47:44,3264190,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",Yes,No,Yes,Pride,No,Yes,No,No,No,No,No,N/A,Yes,Yes,No,No,n/a,"Ford Texas was informing Texans that the sale for Ford is about to end. We see a bunch of shots of Ford Ranger, Ford Super Duty, and the new Ford F-150 driving and drifting. ","Increase awareness of product/brand, Directly persuade consumers to purchase, Increase consumer loyalty to the product/brand",4,3,n/a,Ford is advertising that their sale in Texas is about to end. We see a lot of shots of the Ford drifting and driving through clear and dusty roads. They also have the name of the models follow the car as they drive. The music for the ad is very rock and roll which adds to the excitement and urgency of the sale. ,no,3264190.mp4
5/25/2024 13:06:31,3264190,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Yes, both",Yes,Yes,No,,N/A,Yes,No,No,No,Yes,No,N/A,No,Yes,No,No,N/A,"Ford is promoting there ford truck month final days which include the ford super ranger, super duty, and the F-150. The ad then changes over to showing the three trucks driving and while the narrator is talking about features and prices. ","Increase awareness of product/brand, Change what consumers know about the product/brand, Directly persuade consumers to purchase",4,4,Best in Texas,"Ford is advertising their truck models during the ""Ford Truck Month Final Days.""

The screen shows three Ford trucks—the Ranger, Super Duty, and F-150—driving through various terrains. Text and graphics highlighting features and prices appear on the screen.

 A narrator discusses the features and prices of the trucks, accompanied by upbeat music and the sound of engines revving.",N/A,3264190 MP4
